image_url,title,overview,vote_average,popularity,release_date
https://image.tmdb.org/t/p/w500/1pdfLvkbY9ohJlCjQH2CZjjYVvJ.jpg,Dune: Part Two,"Follow the mythic journey of Paul Atreides as he unites with Chani and the Fremen while on a path of revenge against the conspirators who destroyed his family. Facing a choice between the love of his life and the fate of the known universe, Paul endeavors to prevent a terrible future only he can foresee.",8.3,3437.313,2024-02-27
https://image.tmdb.org/t/p/w500/kDp1vUBnMpe8ak4rjgl3cLELqjU.jpg,Kung Fu Panda 4,"Po is gearing up to become the spiritual leader of his Valley of Peace, but also needs someone to take his place as Dragon Warrior. As such, he will train a new kung fu practitioner for the spot and will encounter a villain called the Chameleon who conjures villains from the past. movie HD QUALITY, open this link leakedcinema.com",7.146,2340.977,2024-03-02
https://image.tmdb.org/t/p/w500/tMefBSflR6PGQLv7WvFPpKLZkyk.jpg,Godzilla x Kong: The New Empire,"Following their explosive showdown, Godzilla and Kong must reunite against a colossal undiscovered threat hidden within our world, challenging their very existence – and our own.  movie HD QUALITY, open this link leakedcinema.com",6.709,1987.337,2024-03-27
https://image.tmdb.org/t/p/w500/8QVDXDiOGHRcAD4oM6MXjE0osSj.jpg,Alienoid,"Gurus in the late Goryeo dynasty try to obtain a fabled, holy sword, and humans in 2022 hunt down an alien prisoner that is locked in a human's body. The two parties cross paths when a time-traveling portal opens up. movie HD QUALITY, open this link leakedcinema.com",7,1306,2022-07-20
https://image.tmdb.org/t/p/w500/bXi6IQiQDHD00JFio5ZSZOeRSBh.jpg,Road House,"Ex-UFC fighter Dalton takes a job as a bouncer at a Florida Keys roadhouse, only to discover that this paradise is not all it seems. movie HD QUALITY, open this link leakedcinema.com",7.07,971,2024-03-08
https://image.tmdb.org/t/p/w500/a9ySX1sTxxZfiy6gUJlEbuYrfET.jpg,Hard Hit,"On his way to work, a bank manager receives an anonymous call claiming there's a bomb under his car seat, and if anyone exits the car, it will explode unless he can pay a ransom. movie HD QUALITY, open this link leakedcinema.com",7.6,937.387,2021-06-23
https://image.tmdb.org/t/p/w500/ldfCF9RhR40mppkzmftxapaHeTo.jpg,Migration,"After a migrating duck family alights on their pond with thrilling tales of far-flung places, the Mallard family embarks on a family road trip, from New England, to New York City, to tropical Jamaica.",7.522,690.808,2023-12-06
https://image.tmdb.org/t/p/w500/jFK2ZLQUzo9pea0jfMCHDfvWsx7.jpg,The Wages of Fear,"When an explosion at an oil well threatens hundreds of lives, a crack team is called upon to make a deadly desert crossing with nitroglycerine in tow.",5.816,907.496,2024-03-28
https://image.tmdb.org/t/p/w500/rULWuutDcN5NvtiZi4FRPzRYWSh.jpg,Madame Web,"Forced to confront revelations about her past, paramedic Cassandra Webb forges a relationship with three young women destined for powerful futures...if they can all survive a deadly present.",5.7,830.964,2024-02-14
https://image.tmdb.org/t/p/w500/n726fdyL1dGwt15bY7Nj3XOXc4Q.jpg,Heart of the Hunter,A retired assassin is pulled back into action when his friend uncovers a dangerous conspiracy at the heart of the South African government.,5.892,638.328,2024-03-28
https://image.tmdb.org/t/p/w500/lbOyeiiRYAE6Nm2e7xiNAAaRwZB.jpg,Baghead,"Following the death of her estranged father, Iris learns she has inherited a run-down, centuries-old pub. She travels to Berlin to identify her father’s body and meet with The Solicitor to discuss the estate. Little does she know, when the deed is signed she will become inextricably tied to an unspeakable entity that resides in the pub’s basement – Baghead – a shape-shifting creature that can transform into the dead.",6.843,544.715,2023-12-28
https://image.tmdb.org/t/p/w500/p1LbrdJ53dGfEhRopG71akfzOVu.jpg,After the Pandemic,"Set in a post-apocalyptic world where a global airborne pandemic has wiped out 90% of the Earth's population and only the young and immune have endured as scavengers. For Ellie and Quinn, the daily challenges to stay alive are compounded when they become hunted by the merciless Stalkers. movie HD QUALITY, open this link leakedcinema.com",4.9,739.155,2022-03-01
https://image.tmdb.org/t/p/w500/uoBHsxSgfc3PQsSn98RfnbePHOy.jpg,The Tearsmith,"Adopted together after a tough childhood in an orphanage, Nica and Rigel realize that unexpected but irresistible feelings pull them together.",6.709,650.996,2024-04-03
https://image.tmdb.org/t/p/w500/oPXzCV01ysDmnmpJOkiVqaZQ5QR.jpg,The Adventures of Maid Marian,"Everyone knows the stories of Robin Hood and Maid Marian, but this the story of what happens next. Out of the shadows, a legend returns to save her people from the tyranny of the disgraced Sheriff of Nottingham. Robin Hood remains at war and Marian must put her own combat skills to the test, creating a new tale that will be heralded throughout the ages.",5.2,514.457,2022-05-09
https://image.tmdb.org/t/p/w500/9u6HEtZJdZDjPGGJq6YEuhPnoan.jpg,Imaginary,"When Jessica moves back into her childhood home with her family, her youngest stepdaughter Alice develops an eerie attachment to a stuffed bear named Chauncey she finds in the basement. Alice starts playing games with Chauncey that begin playful and become increasingly sinister. As Alice’s behavior becomes more and more concerning, Jessica intervenes only to realize Chauncey is much more than the stuffed toy bear she believed him to be.",6.277,466.091,2024-03-06
https://image.tmdb.org/t/p/w500/pqotEkHRbhUPUuX9Gq4U6aJzK55.jpg,Jade,"Jade presents the story of a woman who comes between a powerful businessman and a gang leader in their search for a hard drive that could damage the operations of Interpol. Despite grieving for the brother she accidentally killed, the woman is required to use her unique set of skills to retrieve the drive and protect her brother's unborn child being carried by another woman.",6.1,606.691,2024-02-16
https://image.tmdb.org/t/p/w500/ccJpK0rqzhQeP7Mrs2uKqObFY4L.jpg,Creation of the Gods I: Kingdom of Storms,"Based on the most well-known classical fantasy novel of China, Fengshenyanyi, the trilogy is a magnificent eastern high fantasy epic that recreates the prolonged mythical wars between humans, immortals and monsters, which happened more than three thousand years ago. movie HD QUALITY, open this link leakedcinema.com",6.9,628.972,2023-07-20
https://image.tmdb.org/t/p/w500/hu40Uxp9WtpL34jv3zyWLb5zEVY.jpg,No Way Up,Characters from different backgrounds are thrown together when the plane they're travelling on crashes into the Pacific Ocean. A nightmare fight for survival ensues with the air supply running out and dangers creeping in from all sides.,6.347,463.635,2024-01-18
https://image.tmdb.org/t/p/w500/d5NXSklXo0qyIYkgV94XAgMIckC.jpg,Dune,"Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence-a commodity capable of unlocking humanity's greatest potential-only those who can conquer their fear will survive.",7.789,622.436,2021-09-15
https://image.tmdb.org/t/p/w500/3UKlVa1CBeQkRksHV5OfFTO52qd.jpg,Hunters,"As John T. Wrecker continues his task of protecting a group of refugees from a virus, the threat of something new and even more dangerous grows ever closer in the form of monstrous mutants.",6.353,437.987,2021-09-13
https://image.tmdb.org/t/p/w500/h3jYanWMEJq6JJsCopy1h7cT2Hs.jpg,Land of Bad,"When a Delta Force special ops mission goes terribly wrong, Air Force drone pilot Reaper has 48 hours to remedy what has devolved into a wild rescue operation. With no weapons and no communication other than the drone above, the ground mission suddenly becomes a full-scale battle when the team is discovered by the enemy.",7.19,414.692,2024-01-25
https://image.tmdb.org/t/p/w500/ba1NlageLgbxOPLXjX0qX7HDBTc.jpg,Penoza: The Final Chapter,"The Black Widow is not dead ... Drug Queen Carmen van Walraven is hiding in Canada and leads an anonymous life there. One evening a colleague is harassed and Carmen helps her. In self-defense, she kills the perpetrator, is arrested and extradited to the Netherlands. While her children are in shock that their mother is still alive, there are also some people who still have to settle something with Carmen. Everyone is again dragged into an emotional rollercoaster. Carmen will now have deal with her past to save her family.",6.9,441.033,2019-11-28
https://image.tmdb.org/t/p/w500/sh7Rg8Er3tFcN9BpKIPOMvALgZd.jpg,Civil War,"In the near future, a group of war journalists attempt to survive while reporting the truth as the United States stands on the brink of civil war. movie HD QUALITY, open this link leakedcinema.com",7.5,501.142,2024-04-10
https://image.tmdb.org/t/p/w500/8Gxv8gSFCU0XGDykEGv7zR1n2ua.jpg,Oppenheimer,The story of J. Robert Oppenheimer's role in the development of the atomic bomb during World War II.,8.111,423.571,2023-07-19
https://image.tmdb.org/t/p/w500/siduVKgOnABO4WH4lOwPQwaGwJp.jpg,Argylle,"When the plots of reclusive author Elly Conway's fictional espionage novels begin to mirror the covert actions of a real-life spy organization, quiet evenings at home become a thing of the past. Accompanied by her cat Alfie and Aiden, a cat-allergic spy, Elly races across the world to stay one step ahead of the killers as the line between Conway's fictional world and her real one begins to blur.",6.184,388.394,2024-01-31
https://image.tmdb.org/t/p/w500/wShcJSKMFg1Dy1yq7kEZuay6pLS.jpg,Sri Asih,"Alana discover the truth about her origin: she’s not an ordinary human being. She may be the gift for humanity and become its protector as Sri Asih. Or a destruction, if she can’t control her anger.",6.297,336.371,2022-11-17
https://image.tmdb.org/t/p/w500/wSfQ0JEjoeVeVCQR3bmMLl6xBHK.jpg,Don't Look at the Demon,A spiritual medium leads a paranormal investigative TV crew to a haunted home only to discover that the evil spirit she’s facing holds the key to her troubled past.,5.5,337.029,2022-09-29
https://image.tmdb.org/t/p/w500/wTW2t8ocWDlHns8I7vQxuqkyK58.jpg,Breathe,"Air-supply is scarce in the near future, forcing a mother and daughter to fight for survival when two strangers arrive desperate for an oxygenated haven.",5.6,430.5,2024-04-04
https://image.tmdb.org/t/p/w500/AgHbB9DCE9aE57zkHjSmseszh6e.jpg,Damsel,A young woman's marriage to a charming prince turns into a fierce fight for survival when she's offered up as a sacrifice to a fire-breathing dragon.,7.141,423.041,2024-03-07
https://image.tmdb.org/t/p/w500/raNbLci95MJ3L3dMnG7L7bD37lY.jpg,Carmen 1945,"Prostitutes in burnt out Tokyo ghetto of post-WWII Japan peddle their flesh and save one-third of their money for a proposed dancehall to be named Paradise. The hookers live in a bombed-out building, but they accept the precarious situation with typical resolve.",4,403.608,1988-04-09
https://image.tmdb.org/t/p/w500/cPSPghn6tr6fGY6hTi78SrxBcqY.jpg,Planet Dune,A crew on a mission to rescue a marooned base on a desert planet turns deadly when the crew finds themselves hunted and attacked by the planet’s apex predators: giant sand worms.,3.9,291.382,2021-10-29
https://image.tmdb.org/t/p/w500/hil2ResSCwP95JweZVJsZ5CbZdc.jpg,The First Omen,"When a young American woman is sent to Rome to begin a life of service to the church, she encounters a darkness that causes her to question her own faith and uncovers a terrifying conspiracy that hopes to bring about the birth of evil incarnate.",6.7,404.221,2024-04-03
https://image.tmdb.org/t/p/w500/pgqgaUx1cJb5oZQQ5v0tNARCeBp.jpg,Godzilla vs. Kong,"In a time when monsters walk the Earth, humanity’s fight for its future sets Godzilla and Kong on a collision course that will see the two most powerful forces of nature on the planet collide in a spectacular battle for the ages.",7.624,313.872,2021-03-24
https://image.tmdb.org/t/p/w500/fko8CPrnspewLXgFUlUkivyvpHX.jpg,Megamind vs. the Doom Syndicate,"Megamind's former villain team, The Doom Syndicate, has returned. Our newly crowned blue hero must now keep up evil appearances until he can assemble his friends (Roxanne, Ol' Chum and Keiko) to stop his former evil teammates from launching Metro City to the Moon.",5.3,304.494,2024-03-29
https://image.tmdb.org/t/p/w500/qhb1qOilapbapxWQn9jtRCMwXJF.jpg,Wonka,"Willy Wonka – chock-full of ideas and determined to change the world one delectable bite at a time – is proof that the best things in life begin with a dream, and if you’re lucky enough to meet Willy Wonka, anything is possible.",7.203,333.491,2023-12-06
https://image.tmdb.org/t/p/w500/87goLbbqrJqAxqDS5cBsik1zKT.jpg,Vikings: Battle of Heirs,"A young Viking must come to terms with the realization that he may be the King's son, who was switched at birth, but not before others try to take his rightful place.",6.5,309.448,2023-04-28
https://image.tmdb.org/t/p/w500/kCGlIMHnOm8JPXq3rXM6c5wMxcT.jpg,Poor Things,"Brought back to life by an unorthodox scientist, a young woman runs off with a debauched lawyer on a whirlwind adventure across the continents. Free from the prejudices of her times, she grows steadfast in her purpose to stand for equality and liberation.",7.815,374.479,2023-12-07
https://image.tmdb.org/t/p/w500/hkxxMIGaiCTmrEArK7J56JTKUlB.jpg,Godzilla Minus One,"Postwar Japan is at its lowest point when a new crisis emerges in the form of a giant monster, baptized in the horrific power of the atomic bomb.",7.835,311.528,2023-11-03
https://image.tmdb.org/t/p/w500/5qHoazZiaLe7oFBok7XlUhg96f2.jpg,Anyone But You,"After an amazing first date, Bea and Ben’s fiery attraction turns ice cold — until they find themselves unexpectedly reunited at a destination wedding in Australia. So they do what any two mature adults would do: pretend to be a couple.",7.082,307.137,2023-12-21
https://image.tmdb.org/t/p/w500/vgJZSqKMXWDDx09iSIStGKfHMku.jpg,Wish,"Asha, a sharp-witted idealist, makes a wish so powerful that it is answered by a cosmic force – a little ball of boundless energy called Star. Together, Asha and Star confront a most formidable foe - the ruler of Rosas, King Magnifico - to save her community and prove that when the will of one courageous human connects with the magic of the stars, wondrous things can happen.",6.52,290.103,2023-11-13
https://image.tmdb.org/t/p/w500/fiVW06jE7z9YnO4trhaMEdclSiC.jpg,Fast X,"Over many missions and against impossible odds, Dom Toretto and his family have outsmarted, out-nerved and outdriven every foe in their path. Now, they confront the most lethal opponent they've ever faced: A terrifying threat emerging from the shadows of the past who's fueled by blood revenge, and who is determined to shatter this family and destroy everything—and everyone—that Dom loves, forever.",7.132,308.912,2023-05-17
https://image.tmdb.org/t/p/w500/xeEw3eLeSFmJgXZzmF2Efww0q3s.jpg,xXx,"Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi.",5.927,355.097,2002-08-09
https://image.tmdb.org/t/p/w500/hhvMTxlTZtnCOe7YFhod9uz3m37.jpg,Code 8 Part II,"In a world where superpowered people are heavily policed by robots, an ex-con teams up with a drug lord he despises to protect a teen from a corrupt cop.",6.476,263.175,2024-02-27
https://image.tmdb.org/t/p/w500/fAjyUDKABSehK6pHWvh9ket5X3z.jpg,Kingdom of the Planet of the Apes,"Several generations in the future following Caesar's reign, apes are now the dominant species and live harmoniously while humans have been reduced to living in the shadows. As a new tyrannical ape leader builds his empire, one young ape undertakes a harrowing journey that will cause him to question all that he has known about the past and to make choices that will define a future for apes and humans alike.",0,298.264,2024-05-08
https://image.tmdb.org/t/p/w500/5a7cocgyVuFjYV71neDIGVzD6Yq.jpg,Bullet Train Down,"On its maiden run, the world's fastest bullet train is rigged with a bomb that will explode if it dips below 200 mph.",5.446,220.688,2022-08-01
https://image.tmdb.org/t/p/w500/6faYaQyiBPhqAizldJKq21mIVaE.jpg,Ghostbusters: Frozen Empire,"The Spengler family returns to where it all started – the iconic New York City firehouse – to team up with the original Ghostbusters, who've developed a top-secret research lab to take busting ghosts to the next level. But when the discovery of an ancient artifact unleashes an evil force, Ghostbusters new and old must join forces to protect their home and save the world from a second Ice Age.",6.6,319.689,2024-03-20
https://image.tmdb.org/t/p/w500/aPG32niYPEIiaAXcclEFcHrGGs.jpg,Hellblazers,An evil cult unleashes a monster on a small south-western town that refuses to go down without a fight.,4.7,318.042,2022-01-21
https://image.tmdb.org/t/p/w500/tVMddOS5bi3YPVPgTPlEw0TOWoF.jpg,Meteor,"After a meteor collides into Earth, a lonely rancher and a lost young girl are on the run from vicious mercenaries.",5.5,267.751,2021-09-01
https://image.tmdb.org/t/p/w500/A7EByudX0eOzlkQ2FIbogzyazm2.jpg,The Beekeeper,One man's campaign for vengeance takes on national stakes after he is revealed to be a former operative of a powerful and clandestine organization known as Beekeepers.,7.474,288.104,2024-01-08
https://image.tmdb.org/t/p/w500/y9zzaN65LOO56nUGC31x9mWQzoi.jpg,Miller's Girl,A precocious young writer becomes involved with her high school creative writing teacher in a dark coming-of-age drama that examines the blurred lines of emotional connectivity between professor and protégé.,6.923,248.315,2024-01-18
https://image.tmdb.org/t/p/w500/nKPoSD4pZ3s3CJ9g3cqWRcQ41TC.jpg,Air Force One Down,"On her first assignment aboard Air Force One, a rookie Secret Service agent faces the ultimate test when terrorists hijack the plane, intent on derailing a pivotal energy deal. With the President's life on the line and a global crisis at stake, her bravery and skills are pushed to the limit in a relentless battle that could change the course of history.",6.4,230.087,2024-02-09
https://image.tmdb.org/t/p/w500/8BYT4D0E0f1qFb9WfJPH4YUirL.jpg,Woody Woodpecker Goes to Camp,"After getting kicked out of the forest, Woody thinks he's found a forever home at Camp Woo Hoo — until an inspector threatens to shut down the camp.",7.341,417.515,2024-04-12
https://image.tmdb.org/t/p/w500/9GBhzXMFjgcZ3FdR9w3bUMMTps5.jpg,The Marvels,"Carol Danvers, aka Captain Marvel, has reclaimed her identity from the tyrannical Kree and taken revenge on the Supreme Intelligence. But unintended consequences see Carol shouldering the burden of a destabilized universe. When her duties send her to an anomalous wormhole linked to a Kree revolutionary, her powers become entangled with that of Jersey City super-fan Kamala Khan, aka Ms. Marvel, and Carol’s estranged niece, now S.A.B.E.R. astronaut Captain Monica Rambeau. Together, this unlikely trio must team up and learn to work in concert to save the universe.",6.2,257.123,2023-11-08
https://image.tmdb.org/t/p/w500/ywzbF5YSBfZ7XqcGO9YR6Gy4VFt.jpg,Princess Cursed in Time: Alchemist's Quest,"It follows young alchemist Amélie as she acquires a magical power: partially influencing the flow of time. But she is split in time, and Amélie from the present meets Améliw from the past, who accompanies her every step of the way.",7.5,221.928,2022-11-17
https://image.tmdb.org/t/p/w500/j1Rjw6a62UwrbTNT0I3JzZnnCmr.jpg,Noah's Ark,"A pair of mice attempt to board Noah's Ark: Vini, a charismatic poet with terrible stage fright, and Tito, a talented and charming guitarist. When the rains come, only one male and one female of each species is allowed on Noah's Ark. With the help of an ingenious cockroach and fate's good luck, Vini and Tito sneak their way onto the Ark and together avert a showdown among the ships carnivores and plant eaters. All the while, the animals perform a series of classic songs inspired by world renowned poet, Vinicius de Moraes. Can these talented stowaways use music to break the tension and help these cooped up creatures survive the 40 days and 40 nights together?",7,235.089,2024-01-05
https://image.tmdb.org/t/p/w500/txA4srjcxa4HiWEaMyrNtWHbR5a.jpg,Monsternado,"When a tornado full of creatures bursts through the city, a group are held at a hotel trying to figure out a way to survive!",5.958,180.668,2023-11-14
https://image.tmdb.org/t/p/w500/w46Vw536HwNnEzOa7J24YH9DPRS.jpg,My Fault,"Noah must leave her city, boyfriend, and friends to move into William Leister's mansion, the flashy and wealthy husband of her mother Rafaela. As a proud and independent 17 year old, Noah resists living in a mansion surrounded by luxury. However, it is there where she meets Nick, her new stepbrother, and the clash of their strong personalities becomes evident from the very beginning.",7.986,242.031,2023-06-08
https://image.tmdb.org/t/p/w500/1On8iF3AsFIbpyfZg1xiGWMAFBn.jpg,Skal - Fight for Survival,"My name's Arthur, a huge Internet star who's just hit 3 million subs. While in the midst of throwing an epic party to celebrate, the universe had the balls to bring on the effing apocalypse and cut my night short. What was supposed to be a perfect hangover, has turned into an epic fight for survival.",5.263,200.841,2023-11-24
https://image.tmdb.org/t/p/w500/qbH4t4n1xr04ry8GiLCIRCUTRYD.jpg,She Devils of the SS,"In the last days of WW2, women are volunteering from all over Germany to serve in the front lines by having sex with the brave Nazi soldiers. But when they start having sex with each other, things get complicated. Especially with the increasing danger from the revengeful Soviet army!",4.8,283.171,1973-08-23
https://image.tmdb.org/t/p/w500/7IJ7F8tX7IAkpUdaGovOBJqORnJ.jpg,"The Pig, the Snake and the Pigeon","The arrogant, third most-wanted criminal in Taiwan, decides to get rid of the top two competitors and crowns himself the most-wanted criminal before dying.",7.3,206.195,2023-10-06
https://image.tmdb.org/t/p/w500/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg,Interstellar,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,8.433,217.211,2014-11-05
https://image.tmdb.org/t/p/w500/pQYHouPsDw32FhDLr7E3jmw0WTk.jpg,Exhuma,"After tracing the origin of a disturbing supernatural affliction to a wealthy family's ancestral gravesite, a team of paranormal experts relocates the remains—and soon discovers what happens to those who dare to mess with the wrong grave.",7.8,186.446,2024-02-22
https://image.tmdb.org/t/p/w500/nKPoSD4pZ3s3CJ9g3cqWRcQ41TC.jpg,Air Force One Down,"On her first assignment aboard Air Force One, a rookie Secret Service agent faces the ultimate test when terrorists hijack the plane, intent on derailing a pivotal energy deal. With the President's life on the line and a global crisis at stake, her bravery and skills are pushed to the limit in a relentless battle that could change the course of history.",6.4,174.839,2024-02-09
https://image.tmdb.org/t/p/w500/qNBAXBIQlnOThrVvA6mA2B5ggV6.jpg,The Super Mario Bros. Movie,"While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi.",7.68,228.321,2023-04-05
https://image.tmdb.org/t/p/w500/fQ40gmFM4p03tXwMxQQKh2cCBW4.jpg,Godzilla: King of the Monsters,"Follows the heroic efforts of the crypto-zoological agency Monarch as its members face off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah. When these ancient super-species, thought to be mere myths, rise again, they all vie for supremacy, leaving humanity's very existence hanging in the balance.",6.691,196.654,2019-05-29
https://image.tmdb.org/t/p/w500/ywzbF5YSBfZ7XqcGO9YR6Gy4VFt.jpg,Princess Cursed in Time: Alchemist's Quest,"It follows young alchemist Amélie as she acquires a magical power: partially influencing the flow of time. But she is split in time, and Amélie from the present meets Améliw from the past, who accompanies her every step of the way.",7.5,204.186,2022-11-17
https://image.tmdb.org/t/p/w500/74xTEgt7R36Fpooo50r9T25onhq.jpg,The Batman,"In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler.",7.685,233.24,2022-03-01
https://image.tmdb.org/t/p/w500/5a7cocgyVuFjYV71neDIGVzD6Yq.jpg,Bullet Train Down,"On its maiden run, the world's fastest bullet train is rigged with a bomb that will explode if it dips below 200 mph.",5.446,180.763,2022-08-01
https://image.tmdb.org/t/p/w500/f4oZTcfGrVTXKTWg157AwikXqmP.jpg,The Boy and the Heron,"While the Second World War rages, the teenage Mahito, haunted by his mother's tragic death, is relocated from Tokyo to the serene rural home of his new stepmother Natsuko, a woman who bears a striking resemblance to the boy's mother. As he tries to adjust, this strange new world grows even stranger following the appearance of a persistent gray heron, who perplexes and bedevils Mahito, dubbing him the ""long-awaited one.""",7.441,230.896,2023-07-14
